id;cc_demand
1564;23.17913458
1565;79.61792174
1566;93.72761853
1567;912.0900324
1568;1698.705629
1569;2192.545016
1570;3473
1571;3444.780606
1572;3250.772276
1573;3360.122426
1574;3134.367277
1575;2707.548949
1576;2234.874107
1577;2005.591534
1578;1716.34275
1579;1758.67184
1580;1790.418658
1581;1233.085634
1582;859.1786694
1583;509.9636739
1584;291.2633736
1585;199.5503445
1586;33.76140717
1587;23.17913458
1588;23.17913458
1589;79.61792174
1590;93.72761853
1591;912.0900324
1592;1698.705629
1593;2192.545016
1594;3473
1595;3444.780606
1596;3250.772276
1597;3360.122426
1598;3134.367277
1599;2707.548949
1600;2234.874107
1601;2005.591534
1602;1716.34275
1603;1758.67184
1604;1790.418658
1605;1233.085634
1606;859.1786694
1607;509.9636739
1608;291.2633736
1609;199.5503445
1610;33.76140717
1611;23.17913458
1612;23.17913458
1613;79.61792174
1614;93.72761853
1615;912.0900324
1616;1698.705629
1617;2192.545016
1618;3473
1619;3444.780606
1620;3250.772276
1621;3360.122426
1622;3134.367277
1623;2707.548949
1624;2234.874107
1625;2005.591534
1626;1716.34275
1627;1758.67184
1628;1790.418658
1629;1233.085634
1630;859.1786694
1631;509.9636739
1632;291.2633736
1633;199.5503445
1634;33.76140717
1635;23.17913458
1636;23.17913458
1637;79.61792174
1638;93.72761853
1639;912.0900324
1640;1698.705629
1641;2192.545016
1642;3473
1643;3444.780606
1644;3250.772276
1645;3360.122426
1646;3134.367277
1647;2707.548949
1648;2234.874107
1649;2005.591534
1650;1716.34275
1651;1758.67184
1652;1790.418658
1653;1233.085634
1654;859.1786694
1655;509.9636739
1656;291.2633736
1657;199.5503445
1658;33.76140717
1659;23.17913458
1660;23.17913458
1661;79.61792174
1662;93.72761853
1663;912.0900324
1664;1698.705629
1665;2192.545016
1666;3473
1667;3444.780606
1668;3250.772276
1669;3360.122426
1670;3134.367277
1671;2707.548949
1672;2234.874107
1673;2005.591534
1674;1716.34275
1675;1758.67184
1676;1790.418658
1677;1233.085634
1678;859.1786694
1679;509.9636739
1680;291.2633736
1681;199.5503445
1682;33.76140717
1683;23.17913458
1684;23.17913458
1685;79.61792174
